loss,accuracy,val_loss,val_accuracy
0.06971338864180872,0.9761885404586792,0.017403723085910063,0.9941149353981018
0.01802744693152869,0.9941527247428894,0.013938959798492877,0.9950281381607056
0.00999912459992646,0.9968814253807068,0.014432513555258814,0.9951296448707581
0.006832413364660664,0.9978722333908081,0.005212942282142775,0.9982243180274963
0.005602883422175122,0.9982783198356628,0.006151371745865559,0.9981735944747925
0.0044754472403398665,0.9985706806182861,0.005824941854626614,0.998275101184845
0.0038819516377378953,0.9986518621444702,0.004168449155719943,0.9989853501319885
0.0024552782479891695,0.9992203712463379,0.004519372186904984,0.9987823963165283
0.0019855216834841313,0.9993503093719482,0.0027684491649302362,0.9992390275001526
0.0022783660911134007,0.9991066455841064,0.011179804539714091,0.9963979721069336
0.0016771364486437693,0.9994964599609375,0.006150343243145952,0.9981735944747925
0.0016795644240907904,0.9994314908981323,0.004222869351184158,0.998883843421936
0.0010180336037895687,0.9997238516807556,0.0030706569711401485,0.9990867972373962
0.0009935005862490602,0.999691367149353,0.003930330172099328,0.9986809492111206
0.0005952346157016744,0.9998375773429871,0.0027034935442330587,0.999188244342804
